geo_name,geo_sumlevel,geo_id,income_2013,income_2014,income_2015,income_2016,median_property_value_2013,median_property_value_2014,median_property_value_2015,median_property_value_2016
"Woodhaven, MI","place",16000US2688380,58953,58609,55266,58500,123100,125100,131000,135000
"Woodland, MI","place",16000US2688420,40833,49375,40500,38929,72500,73300,82400,83200
"Woodland Beach, MI","place",16000US2688480,43423,43261,47500,56250,109200,103000,103900,111800
"Wyandotte, MI","place",16000US2688900,48664,51074,51237,52020,87600,85100,84800,86200
"Wyoming, MI","place",16000US2688940,45477,46672,46849,48579,103500,98900,98400,100600
"Yale, MI","place",16000US2689000,33906,33500,33816,37300,83800,83500,79800,72500
"Ypsilanti, MI","place",16000US2689140,33406,32148,31061,33055,123100,114700,118000,130000
"Zeba, MI","place",16000US2689240,25313,25893,27292,32404,82100,91900,93800,101000
"Zeeland, MI","place",16000US2689260,41796,40561,40733,39448,125300,119600,121000,123100
"Zilwaukee, MI","place",16000US2689320,42992,47115,48315,52262,77600,73100,73600,75300
"Ada, MN","place",16000US2700172,34668,37143,38264,39464,74100,72000,73200,73600
"Adams, MN","place",16000US2700190,36500,39792,45417,51250,93000,92200,90500,93300
"Adrian, MN","place",16000US2700262,48375,49643,49250,48750,85400,83000,77500,86100
"Afton, MN","place",16000US2700316,103897,100341,99663,100764,405400,409700,397100,411200
"Aitkin, MN","place",16000US2700460,30893,30491,28281,29237,105200,105700,104500,100800
"Akeley, MN","place",16000US2700496,38750,36667,42969,43438,68300,77500,81300,80800
"Albany, MN","place",16000US2700622,55481,53715,48843,53902,144000,141100,140500,142100
"Alberta, MN","place",16000US2700676,48542,65625,66667,58000,47900,47900,45500,45000
"Albert Lea, MN","place",16000US2700694,36784,37576,40127,42128,91200,90600,92900,95200
"Albertville, MN","place",16000US2700730,95788,96896,96315,93045,180900,175700,179900,189600
"Alden, MN","place",16000US2700838,49219,52750,49911,55139,87500,86200,85600,86700
"Aldrich, MN","place",16000US2700892,53125,53333,,41250,48300,66300,63000,64000
"Alexandria, MN","place",16000US2700928,36912,39167,40633,44140,149100,155000,149600,160500
"Alpha, MN","place",16000US2701162,155313,143750,158036,75357,60300,62600,61800,40000
"Altura, MN","place",16000US2701234,63333,61875,63125,60455,162000,150900,143500,145800
"Alvarado, MN","place",16000US2701252,42813,45385,45625,46705,89200,87000,85200,86000
"Amboy, MN","place",16000US2701324,40833,42159,42344,46875,96300,95500,92100,94300
"Andover, MN","place",16000US2701486,90755,93314,93932,100358,235200,234700,239000,241800
"Angle Inlet, MN","place",16000US2701558,26635,,,,,,,
"Annandale, MN","place",16000US2701684,53155,46848,46962,45179,156700,146500,141000,138200
"Anoka, MN","place",16000US2701720,48503,47408,45820,48850,174400,166800,164700,167800
"Appleton, MN","place",16000US2701864,34000,33214,32311,34102,56700,54900,52300,49100
"Apple Valley, MN","place",16000US2701900,80378,80609,80478,83450,218700,215700,213100,218100
"Arco, MN","place",16000US2701972,31250,24583,30000,28750,24000,26800,28600,27500
"Arden Hills, MN","place",16000US2702026,81400,85028,80208,91875,269100,264400,281300,282200
"Argyle, MN","place",16000US2702134,45703,42500,48750,58750,66800,74700,78800,90500
"Arlington, MN","place",16000US2702152,42992,40781,42500,46017,119000,113900,110300,113000
"Arnold, MN","place",16000US2702260,71250,69139,68458,,175000,174800,168200,
"Ashby, MN","place",16000US2702422,45341,47125,42917,42250,94700,93700,102400,94600
"Askov, MN","place",16000US2702548,32083,32500,40625,31875,90000,77600,85000,93600
"Atwater, MN","place",16000US2702692,48667,47102,46905,46094,97300,95800,88300,91400
"Audubon, MN","place",16000US2702728,51136,49500,55588,57143,116100,115300,113800,115200
"Aurora, MN","place",16000US2702872,44167,41185,41530,42217,75300,73100,72700,74400
"Austin, MN","place",16000US2702908,38979,39890,42268,45519,93300,94700,97400,98600
"Avoca, MN","place",16000US2703052,44583,49500,43750,44688,43600,40600,36100,35500
"Avon, MN","place",16000US2703070,61023,69583,65962,68036,152700,155200,154200,158400
"Babbitt, MN","place",16000US2703106,37277,40000,40833,42321,70600,69200,67800,69000
"Backus, MN","place",16000US2703124,33958,33750,38182,36500,65000,65800,72000,79200
"Badger, MN","place",16000US2703160,44722,43750,46786,47917,68300,69500,75000,79600
"Bagley, MN","place",16000US2703196,31016,32663,31507,30583,78200,76000,76200,74300
"Baker, MN","place",16000US2703214,53214,41250,41500,58750,93300,93300,86000,81400
"Balaton, MN","place",16000US2703250,43631,44886,45250,47969,73500,77200,75400,74800
"Ball Club, MN","place",16000US2703376,40278,36161,24625,29375,221400,210700,159400,161600
"Barnesville, MN","place",16000US2703574,56728,52163,57163,67414,128100,127500,128400,138000
"Barnum, MN","place",16000US2703628,39509,44722,51818,52685,102800,114100,103500,102700
"Barrett, MN","place",16000US2703682,36667,39375,39028,39250,70000,62100,66900,75000
"Barry, MN","place",16000US2703718,250001,,,,153100,,,
"Battle Lake, MN","place",16000US2703970,34559,35714,36786,32841,126000,113100,120100,122300
"Baudette, MN","place",16000US2704024,39680,39653,34130,33583,95000,98300,97600,103700
"Baxter, MN","place",16000US2704042,60770,58662,57715,61085,169300,168800,173500,190900
"Bayport, MN","place",16000US2704114,55175,56620,64013,69345,192200,181500,191700,198600
"Beardsley, MN","place",16000US2704204,30625,41250,33125,29375,38000,54500,53000,60400
"Beaulieu, MN","place",16000US2704348,29327,35625,32500,32813,54200,98300,125000,112500
"Beaver Bay, MN","place",16000US2704456,31875,38750,42000,46250,162500,205000,262500,217500
"Beaver Creek, MN","place",16000US2704492,48750,54792,61250,54821,96700,97000,101300,102200
"Becker, MN","place",16000US2704618,69714,68333,69730,77153,168000,165100,162700,165300
"Bejou, MN","place",16000US2704672,31250,27083,35417,41667,48300,46300,46700,63300
"Belgrade, MN","place",16000US2704762,41518,33950,36607,43550,93800,86600,87600,91300
"Bellechester, MN","place",16000US2704798,41250,53125,58750,59375,126100,112500,114400,111400
"Belle Plaine, MN","place",16000US2704834,67809,70983,71964,74635,171200,166900,175500,177600
"Bellingham, MN","place",16000US2704960,31806,48333,35000,49688,38800,46400,47500,48900
"Beltrami, MN","place",16000US2705014,56250,58125,56250,39792,73800,75600,74100,50000
"Belview, MN","place",16000US2705050,35000,42000,40357,35938,60500,58200,52500,53300
"Bemidji, MN","place",16000US2705068,32953,33197,35610,33680,119300,117400,120100,125300
"Bena, MN","place",16000US2705104,26250,30000,32500,22000,26800,29200,29300,
"Benson, MN","place",16000US2705212,46250,48554,46816,42875,88100,90000,89800,97900
"Bertha, MN","place",16000US2705482,29375,33056,32813,38854,49200,50600,53800,58200
"Bethel, MN","place",16000US2705554,46250,47500,53438,68750,155100,144000,153200,157300
"Bigelow, MN","place",16000US2705644,51250,60000,54107,53750,87000,82900,81300,78000
"Big Falls, MN","place",16000US2705680,31667,27794,28958,31131,58600,49200,50300,50000
"Bigfork, MN","place",16000US2705698,24559,25556,27083,30417,66500,68100,67400,76300
"Big Lake, Carlton County, MN","place",16000US2705744,40750,43750,58250,71375,177300,192000,198000,185700
"Big Lake, MN","place",16000US2705752,67500,63941,62324,65131,157200,152500,154700,160100
"Bingham Lake, MN","place",16000US2705896,55625,45625,34167,46000,50800,45000,45000,52500
"Birchwood Village, MN","place",16000US2706058,90875,97361,95809,101250,326100,310800,316900,321000
"Bird Island, MN","place",16000US2706076,44861,46181,41528,49286,78900,81600,81500,83700
"Biscay, MN","place",16000US2706112,42188,46250,46250,61250,115600,94000,85000,89200
"Biwabik, MN","place",16000US2706148,31202,32432,31121,33902,75900,78500,75200,78600
"Blackduck, MN","place",16000US2706256,23542,25769,29063,32188,83600,85000,90000,78300
"Blaine, MN","place",16000US2706382,73385,73496,76027,79915,186000,179900,180000,189100
"Blomkest, MN","place",16000US2706490,58125,57917,55833,63750,86300,83600,80800,83000
"Blooming Prairie, MN","place",16000US2706580,51477,54417,53056,53625,114700,117900,114900,111500
"Bloomington, MN","place",16000US2706616,61820,63053,64540,67473,221000,216100,216800,221900
"Blue Earth, MN","place",16000US2706688,40538,41875,42883,44196,74200,75000,76300,74100
"Bluffton, MN","place",16000US2706778,42500,41250,40625,40250,96700,105400,118800,126600
"Bock, MN","place",16000US2706814,27500,26667,31250,34375,45800,48600,49000,
"Borup, MN","place",16000US2707030,42222,43625,59688,60893,58600,60000,57500,59200
"Bovey, MN","place",16000US2707048,32019,32841,33625,33523,72300,76500,83400,84100
"Bowlus, MN","place",16000US2707066,37143,38438,38750,38594,117700,115800,111300,109100
"Boyd, MN","place",16000US2707138,24375,30833,30000,36250,25600,30000,40000,37900
"Boy River, MN","place",16000US2707174,14205,14028,13438,13906,33800,36700,,46700
"Braham, MN","place",16000US2707282,42750,42868,39868,42500,106900,104000,101100,98000
"Brainerd, MN","place",16000US2707300,29364,32169,30975,32154,115000,110000,106200,106400
"Brandon, MN","place",16000US2707336,51071,48750,53000,53750,122300,121100,121600,119800
"Breckenridge, MN","place",16000US2707462,46346,43484,42935,40231,100800,105400,107600,98900
"Breezy Point, MN","place",16000US2707516,58553,62361,60385,63098,188400,186600,187500,199300
"Brewster, MN","place",16000US2707660,42656,47115,45481,45833,77400,78500,73200,81900
"Bricelyn, MN","place",16000US2707678,35250,31833,34375,34167,37900,41100,40000,44400
"Brooklyn Center, MN","place",16000US2707948,46149,45198,44855,46400,142200,134600,136100,140000
"Brooklyn Park, MN","place",16000US2707966,64113,62656,62974,65695,188900,178700,179200,186400
"Brook Park, MN","place",16000US2707984,38750,38333,,51875,67200,68900,80000,
"Brooks, MN","place",16000US2708038,25417,28750,27250,26607,65700,50000,55600,57000
"Brookston, MN","place",16000US2708056,31875,39375,46250,31250,80000,90000,109400,102100
"Brooten, MN","place",16000US2708092,34625,36094,37411,38750,93500,87500,87100,87900
"Browerville, MN","place",16000US2708110,45000,42500,47500,49000,74800,74000,77800,75800
"Brownsdale, MN","place",16000US2708164,49583,51484,51838,56042,90800,90700,85000,91200
"Browns Valley, MN","place",16000US2708200,27143,27330,33375,39107,31300,30800,29300,32900
"Brownsville, MN","place",16000US2708218,54063,50750,61406,61875,126200,132100,120600,132100
"Brownton, MN","place",16000US2708254,47200,55694,48125,49107,87000,85800,86600,86700
"Bruno, MN","place",16000US2708290,33333,34167,17292,23125,104200,83000,74100,73300
"Buckman, MN","place",16000US2708416,50625,37500,37292,48125,115000,135400,140600,141700
"Buffalo, MN","place",16000US2708452,62486,61884,63830,67000,172200,169200,168100,180600
"Buffalo Lake, MN","place",16000US2708488,41000,46667,42031,40455,79800,97500,78400,82500
"Buhl, MN","place",16000US2708524,41063,41250,41125,44286,74400,78600,82100,75300
"Burnsville, MN","place",16000US2708794,63480,63997,63649,66225,211900,211100,208700,215300
"Burtrum, MN","place",16000US2708902,33750,34375,42500,40625,87300,79000,88800,95000
"Butterfield, MN","place",16000US2708992,40417,47500,42353,40547,46500,44400,42300,42200
"Byron, MN","place",16000US2709154,72063,75102,78625,82109,167900,166600,170400,179300
"Caledonia, MN","place",16000US2709226,38725,41821,44493,45417,118400,114900,120800,123600
"Callaway, MN","place",16000US2709280,45357,47321,47000,46250,76400,72500,74400,73300
"Calumet, MN","place",16000US2709316,33958,32841,32589,31071,64200,60600,61100,62800
"Cambridge, MN","place",16000US2709370,45149,47766,43630,44205,138900,137800,135600,131100
"Campbell, MN","place",16000US2709496,53333,49750,52500,48438,28200,33800,42500,46700
"Canby, MN","place",16000US2709604,39234,39900,40066,42708,79500,80400,75600,81800
"Cannon Falls, MN","place",16000US2709730,46328,42279,43092,53232,161900,161500,158500,160100
"Canton, MN","place",16000US2709802,30096,32813,33365,36250,67900,70000,67100,75000
"Carlos, MN","place",16000US2709964,54559,55750,56736,56607,121700,122400,124300,122800
"Carlton, MN","place",16000US2710018,45147,40750,43438,41071,125000,135400,135500,142600
"Carver, MN","place",16000US2710144,109915,113003,113571,116954,267600,265700,273800,298700
"Cass Lake, MN","place",16000US2710252,28438,27083,33977,32841,70300,55800,50300,53100
"Cedar Mills, MN","place",16000US2710468,48333,39375,58750,51250,111100,95000,81400,80000
"Center City, MN","place",16000US2710576,77292,74886,75625,77727,278000,237500,233300,208900
"Centerville, MN","place",16000US2710648,79886,79250,88036,89118,217200,213700,218700,221600
"Ceylon, MN","place",16000US2710792,34688,34000,35000,38594,37900,37000,31800,31100
"Champlin, MN","place",16000US2710846,84768,86788,83851,84042,202300,198500,198800,205700
"Chandler, MN","place",16000US2710900,44063,44167,47727,60250,74700,75000,69300,72200
"Chanhassen, MN","place",16000US2710918,105563,108078,110569,115449,329400,334900,335200,339800
"Chaska, MN","place",16000US2710972,71791,76301,75828,76673,233800,228200,225700,243700
"Chatfield, MN","place",16000US2711008,51071,55959,61786,64535,148600,157400,164300,170200
"Chickamaw Beach, MN","place",16000US2711296,46250,47188,50500,50625,197900,182500,197500,206300
"Chisago City, MN","place",16000US2711350,67238,66635,71875,65119,221800,207800,237400,226300
"Chisholm, MN","place",16000US2711386,35979,37917,39057,39769,85800,85300,83800,79300
"Chokio, MN","place",16000US2711440,41250,40446,38500,37500,75000,73100,69000,70400
"Circle Pines, MN","place",16000US2711494,71250,72988,70398,73352,188300,182300,178400,174500
"Clara City, MN","place",16000US2711548,43047,47750,54408,53750,83600,83400,84300,82000
"Claremont, MN","place",16000US2711566,52885,42212,43250,42500,76000,71500,71600,75200
"Clarissa, MN","place",16000US2711602,34250,33750,34750,37292,73400,74100,72800,76900
"Clarkfield, MN","place",16000US2711656,40402,41607,41063,44375,53300,59000,62500,61000
"Clarks Grove, MN","place",16000US2711674,50750,48750,48750,52292,83300,77500,81600,81200
"Clearbrook, MN","place",16000US2711746,29803,30000,29762,30313,74700,75500,66800,66100
"Clear Lake, MN","place",16000US2711764,66500,71250,77222,83750,175000,166500,164100,165000
"Clearwater, MN","place",16000US2711800,53654,61538,68393,67546,155200,154100,152300,153000
"Clements, MN","place",16000US2711836,63750,65179,65536,63750,45700,26500,33000,33300
"Cleveland, MN","place",16000US2711872,59750,67188,58438,57708,135300,129900,133500,136000
"Climax, MN","place",16000US2711962,36563,35313,40417,41250,63400,65000,67100,67800
"Clinton, MN","place",16000US2711980,30625,36806,31429,31786,50700,51000,49000,60000
"Clitherall, MN","place",16000US2712088,16500,16607,16071,15781,35000,38500,42500,62500
"Clontarf, MN","place",16000US2712124,45833,47917,47500,68750,88800,89500,93600,95000
"Cloquet, MN","place",16000US2712160,46022,46383,46064,48905,136700,137400,133200,142600
"Coates, MN","place",16000US2712376,70833,75313,68750,63750,165900,169400,171200,170500
"Cobden, MN","place",16000US2712394,26250,28125,26250,,65000,64200,70000,
"Cohasset, MN","place",16000US2712412,64766,64688,60597,60461,219000,219600,213400,212400
"Cokato, MN","place",16000US2712430,51875,50729,51893,49886,131200,131300,138900,138200
"Cold Spring, MN","place",16000US2712484,47642,48998,54274,56055,144800,142700,150600,149200
"Coleraine, MN","place",16000US2712502,43831,46618,47283,43850,136100,140000,138200,141100
"Cologne, MN","place",16000US2712664,82014,77438,79167,81719,202100,198300,200500,208500
"Columbia Heights, MN","place",16000US2712700,50674,48857,47717,48791,157900,155200,153100,155300
"Columbus, MN","place",16000US2712718,83839,79519,79223,77727,268000,255800,252000,241800
"Comfrey, MN","place",16000US2712772,41875,41875,53611,59375,70900,77200,76000,82000
"Comstock, MN","place",16000US2712862,73333,65625,55625,54167,95000,104500,101000,105400
"Conger, MN","place",16000US2712952,65536,66458,60625,53500,66900,68800,63900,61300
"Cook, MN","place",16000US2713006,40337,42750,37917,35882,77100,72900,73700,74300
"Coon Rapids, MN","place",16000US2713114,64407,64694,64203,66313,171900,165500,167000,171200
"Corcoran, MN","place",16000US2713168,101015,102477,97778,101659,284300,285500,285600,305100
"Correll, MN","place",16000US2713384,64375,13750,,36250,45000,36700,30000,45000
"Cosmos, MN","place",16000US2713420,45455,34688,29423,32292,74400,71100,63700,63900
